timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,_tf
1776963300000,0.09696,0.09706,0.09685,0.09691,3138670.0,1776963599999,304276.18793000,2327,1990443.00000000,192944.66187000,0,5m
1776963600000,0.09692,0.09706,0.09659,0.09673,13756935.0,1776963899999,1330839.29745000,7016,5641371.00000000,545831.06820000,0,5m
1776963900000,0.09673,0.09673,0.09645,0.09649,4167456.0,1776964199999,402374.22462000,3495,1426744.00000000,137774.17228000,0,5m
1776964200000,0.09649,0.09685,0.09646,0.09672,2444281.0,1776964499999,236285.74291000,2838,1390557.00000000,134421.25480000,0,5m
1776964500000,0.09672,0.09674,0.09631,0.09654,4931146.0,1776964799999,475865.80721000,5011,2143803.00000000,206916.61243000,0,5m
1776964800000,0.09655,0.0967,0.09644,0.09657,2377645.0,1776965099999,229668.52512000,2412,1856383.00000000,179316.31649000,0,5m
1776965100000,0.09658,0.09677,0.09641,0.09643,1531581.0,1776965399999,147888.03514000,2512,943335.00000000,91104.32506000,0,5m
1776965400000,0.09643,0.09651,0.09624,0.09648,3087710.0,1776965699999,297577.42995000,3960,1712102.00000000,165027.92827000,0,5m
1776965700000,0.09648,0.09653,0.09551,0.09562,13477790.0,1776965999999,1292306.54333000,8081,4297880.00000000,412404.12660000,0,5m
1776966000000,0.09562,0.09564,0.09522,0.09559,21986608.0,1776966299999,2098585.15256000,9703,8680461.00000000,828942.79155000,0,5m
1776966300000,0.09559,0.09579,0.09516,0.09569,12105792.0,1776966599999,1156306.31392000,7724,6000627.00000000,573114.77855000,0,5m
1776966600000,0.09569,0.09623,0.09553,0.09603,10237138.0,1776966899999,981770.93558000,8984,6025556.00000000,577817.92976000,0,5m
1776966900000,0.09602,0.09618,0.09594,0.09613,3277926.0,1776967199999,314931.74979000,3710,1884017.00000000,181022.91956000,0,5m
1776967200000,0.09613,0.09623,0.096,0.09606,4697466.0,1776967499999,451511.31581000,3771,3339213.00000000,320976.00548000,0,5m
1776967500000,0.09605,0.0964,0.096,0.09621,6567359.0,1776967799999,632121.17433000,3157,5574551.00000000,536596.44814000,0,5m
1776967800000,0.09621,0.09639,0.09613,0.09613,3941350.0,1776968099999,379451.75587000,3305,1472525.00000000,141766.58923000,0,5m
1776968100000,0.09614,0.09631,0.09613,0.09617,1789775.0,1776968399999,172209.05600000,2032,1350011.00000000,129905.95539000,0,5m
1776968400000,0.09617,0.09626,0.09605,0.09617,3860568.0,1776968699999,371211.13430000,2237,1877336.00000000,180543.82263000,0,5m
1776968700000,0.09618,0.09618,0.09606,0.09607,1237547.0,1776968999999,118921.07729000,1285,713484.00000000,68562.35559000,0,5m
1776969000000,0.09608,0.09626,0.09608,0.0962,1361141.0,1776969299999,130913.61630000,1502,895035.00000000,86083.62302000,0,5m
1776969300000,0.09621,0.09642,0.09617,0.09632,4583569.0,1776969599999,441440.10481000,1990,3309873.00000000,318766.25051000,0,5m
1776969600000,0.09632,0.09634,0.09622,0.09629,3241806.0,1776969899999,312139.24632000,1565,1813761.00000000,174655.99216000,0,5m
1776969900000,0.0963,0.09633,0.09618,0.09619,1034040.0,1776970199999,99547.46350000,1732,642510.00000000,61859.38284000,0,5m
1776970200000,0.09619,0.09628,0.09609,0.0962,1317912.0,1776970499999,126767.44618000,1755,802744.00000000,77219.96760000,0,5m
1776970500000,0.09621,0.09622,0.09592,0.09592,2305001.0,1776970799999,221406.83589000,1694,1070237.00000000,102826.83914000,0,5m
1776970800000,0.09593,0.09602,0.09584,0.09586,2336468.0,1776971099999,224147.14189000,2044,1602385.00000000,153739.22327000,0,5m
1776971100000,0.09586,0.09609,0.09586,0.09601,1899589.0,1776971399999,182367.56847000,1346,796700.00000000,76478.64079000,0,5m
1776971400000,0.09601,0.09613,0.09595,0.09611,1586453.0,1776971699999,152421.55134000,1125,727909.00000000,69931.50882000,0,5m
1776971700000,0.09611,0.09635,0.0961,0.09627,1629192.0,1776971999999,156794.95279000,1661,1066681.00000000,102651.20702000,0,5m
1776972000000,0.09627,0.09629,0.09622,0.09622,851420.0,1776972299999,81956.87969000,988,526517.00000000,50681.70285000,0,5m
1776972300000,0.09623,0.09634,0.09623,0.09628,2727667.0,1776972599999,262662.10747000,1172,1390656.00000000,133910.04776000,0,5m
1776972600000,0.09628,0.09643,0.09624,0.09629,6256083.0,1776972899999,602753.61179000,1950,4137820.00000000,398635.03964000,0,5m
1776972900000,0.09628,0.09628,0.0961,0.0961,2818747.0,1776973199999,271072.63970000,1674,962112.00000000,92542.09720000,0,5m
1776973200000,0.09611,0.09623,0.09611,0.09614,1266309.0,1776973499999,121773.37003000,965,1119874.00000000,107694.25925000,0,5m
1776973500000,0.09613,0.09631,0.09612,0.0963,703655.0,1776973799999,67696.86063000,1025,593708.00000000,57120.46757000,0,5m
